"Average",,,,,,,,,,,,,"P0",,,,,,,,,,,,"P1",,,,,,,,,,,,"P2",,,,,,,,,,,,"R0",,,,,,,,,,,,"R1",,,,,,,,,,,,"R2",,,,,,,,,,,,"C0",,,,,,,,,,,
"Index [1]","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","gamma [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","gamma [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","gamma [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","gamma [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","gamma [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","gamma [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","gamma [1] - Lagrange","X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Lagrange","eyy [1] - Lagrange","exy [1] - Lagrange","e1 [1] - Lagrange","e2 [1] - Lagrange","gamma [1] - Lagrange"
302,-2.71235,-5.22121,-0.0842382,-0.01809,0.00485893,0.129494,0.000542728,0.001257,0.000367026,0.002308,-0.000508271,0.194353,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0257385,0.0335514,0.0915442,0.00108594,0.00181741,-7.4299e-05,0.00183447,0.00106889,-1.43587,,,,,,,,,,,,,24.5693,27.6323,-0.116734,-0.00469363,0.0423503,0.07027,0.00127203,0.000997095,0.00087854,0.0032616,-0.000992474,0.463805,24.6874,14.4635,-0.323386,-0.0178493,0.0174914,0.0780023,0.00117993,0.00227647,0.000109251,0.00247064,0.000985757,0.34169,14.7528,19.6149,-0.273211,-0.0130923,0.0303644,0.100262,0.00185996,0.00157934,0.000651754,0.00317731,0.000261981,0.335783
303,-2.71152,-5.23069,-0.0843936,-0.0187987,0.00538335,0.13456,0.000458924,0.00126115,0.000368835,0.00225456,-0.000534489,0.189704,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0287074,0.0333542,0.0981569,0.00113573,0.00194872,-7.18784e-05,0.00196383,0.00112062,-1.45438,,,,,,,,,,,,,24.348,27.5948,-0.121507,-0.00663848,0.0431288,0.0909387,0.00136966,0.00162968,0.00102195,0.00384692,-0.000847572,0.352497,24.6874,14.4635,-0.323386,-0.0190942,0.016461,0.0834336,0.00118851,0.00236169,0.000134411,0.00253559,0.00101462,0.254045,14.7566,19.5721,-0.273912,-0.0141727,0.0297728,0.105853,0.00157453,0.00170188,0.000649943,0.00304452,0.000231891,0.325177
304,-2.72664,-5.23397,-0.0842894,-0.0183505,0.0056421,0.12296,0.000513196,0.00126625,0.00038818,0.00233521,-0.000555756,0.191101,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0262097,0.0335016,0.093635,0.00107933,0.00284431,-0.000362584,0.00292065,0.00100299,-1.37281,,,,,,,,,,,,,24.348,27.5948,-0.121507,-0.007801,0.0449749,0.0596291,0.000946691,0.00108311,0.00165298,0.00334937,-0.00131956,0.667075,24.6874,14.4635,-0.323386,-0.0188154,0.0190952,0.078436,0.00115567,0.00273959,-2.88854e-05,0.00290296,0.000992307,-0.186794,14.7225,19.6058,-0.273812,-0.0133956,0.0296423,0.0935134,0.00177863,0.00168852,0.000710201,0.003283,0.000184147,0.221355
305,-2.72057,-5.20369,-0.0843779,-0.0186438,0.0051504,0.13283,0.000516463,0.00125937,0.000383999,0.00230135,-0.000525523,0.200023,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0266127,0.0323296,0.105845,0.00116927,0.0022538,-0.000245707,0.00231489,0.00110818,-1.34683,,,,,,,,,,,,,24.5693,27.6323,-0.116734,-0.00699503,0.0422886,0.0724815,0.00125378,0.000644267,0.00107044,0.00316629,-0.00126824,0.480935,24.6874,14.4635,-0.323386,-0.0182712,0.0175283,0.0971253,0.00120242,0.00248294,3.13197e-05,0.00265985,0.00102552,-0.0601904,14.7869,19.5897,-0.273364,-0.0132416,0.0292411,0.110066,0.00174265,0.00158216,0.000696825,0.00311018,0.000214622,0.253924
306,-2.69721,-5.21604,-0.0843539,-0.0188939,0.00565373,0.13181,0.000508945,0.00128311,0.000389794,0.00232157,-0.000529516,0.202206,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0274181,0.0344427,0.102769,0.00120653,0.0024739,-0.00027087,0.00253647,0.00114396,-1.35974,,,,,,,,,,,,,24.5693,27.6323,-0.116734,-0.00595587,0.044938,0.08279,0.000752443,0.00196157,0.00111879,0.0037694,-0.00105539,0.375238,24.6874,14.4635,-0.323386,-0.0180433,0.0183213,0.0887472,0.00118575,0.00263436,2.88902e-05,0.00278398,0.00103612,-0.0813814,14.7869,19.5897,-0.273364,-0.0133168,0.0301315,0.105888,0.00172251,0.00177057,0.000709256,0.00322553,0.000267554,0.258875
307,-2.71527,-5.22781,-0.0842662,-0.0187569,0.00573992,0.127759,0.000535206,0.00127167,0.000373449,0.00232524,-0.000518363,0.190141,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0262059,0.0335383,0.0951536,0.00132658,0.00223932,-0.000289664,0.00233556,0.00123035,-1.27367,,,,,,,,,,,,,24.5693,27.6323,-0.116734,-0.00665057,0.0439421,0.0633559,0.00114133,0.00117094,0.00106217,0.0033152,-0.00100293,0.449866,24.6874,14.4635,-0.323386,-0.0179393,0.018395,0.0832616,0.00125122,0.00248041,7.51146e-06,0.00268018,0.00105144,-0.0185762,14.7396,19.5851,-0.273338,-0.0132875,0.0304548,0.100629,0.00179689,0.00165238,0.000673223,0.00317974,0.000269521,0.243789
308,-2.74963,-5.25898,-0.0846017,-0.0188766,0.00563452,0.130919,0.000518811,0.00131007,0.000380067,0.00234446,-0.000515578,0.206555,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0260965,0.0340723,0.0972035,0.00118135,0.00246319,-0.000326479,0.00254907,0.00109546,-1.32822,,,,,,,,,,,,,22.9414,27.6126,-0.144589,-0.00610031,0.0483322,0.0479988,0.000698429,0.00206431,0.00160326,0.00377672,-0.00101398,0.812357,24.6874,14.4635,-0.323386,-0.0165158,0.0185205,0.0922516,0.00118862,0.00260392,-2.86861e-05,0.00277284,0.0010197,-0.067841,14.6528,19.5415,-0.275596,-0.0134859,0.0305921,0.102882,0.00181111,0.00174453,0.00067576,0.00328201,0.000273622,0.263361
309,-2.70331,-5.26173,-0.0849502,-0.0199703,0.00661196,0.127747,0.000556109,0.00128044,0.000412981,0.00234017,-0.000503617,0.192026,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0276038,0.0352656,0.0868152,0.00105882,0.00194408,-0.00011829,0.00196857,0.00103433,-1.41783,,,,,,,,,,,,,24.5693,27.6323,-0.116734,-0.00701363,0.0449184,0.0618267,0.00103924,0.00103447,0.001204,0.00314643,-0.00107272,0.47326,24.6874,14.4635,-0.323386,-0.0199824,0.0198215,0.0800368,0.00113812,0.00235524,8.98636e-05,0.00253797,0.000955391,0.232918,14.8278,19.4805,-0.276796,-0.0153456,0.0320122,0.0961732,0.00190364,0.00168199,0.000826079,0.00328226,0.000303372,0.313403
310,-2.71235,-5.22121,-0.0842382,-0.0194098,0.00703232,0.127368,0.000524273,0.00131952,0.000379671,0.00232637,-0.000482565,0.211259,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0281975,0.0362748,0.0898693,0.00117122,0.00208583,-0.000160962,0.00212146,0.00113559,-1.38002,,,,,,,,,,,,,24.5693,27.6323,-0.116734,-0.00626456,0.0479982,0.0691033,0.00110768,0.00219142,0.000905884,0.00382177,-0.000522677,0.365162,24.6874,14.4635,-0.323386,-0.0188652,0.0201401,0.0728033,0.00119156,0.0024364,2.1565e-05,0.00258252,0.00104545,0.0634183,14.7528,19.6149,-0.273211,-0.0144685,0.0332249,0.0946153,0.00176082,0.00173924,0.00069689,0.00317504,0.000325016,0.314504
311,-2.78881,-5.2981,-0.0844564,-0.0193604,0.00522367,0.131438,0.000606183,0.00135874,0.000443476,0.00245956,-0.00049464,0.207281,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0288008,0.0345527,0.0957769,0.00126373,0.00340453,-0.000429412,0.00349324,0.00117502,-1.37713,,,,,,,,,,,,,24.5693,27.6323,-0.116734,-0.00873542,0.0438035,0.0658574,0.00164757,0.00248746,0.00334557,0.00573314,-0.0015981,0.83722,24.4207,14.5493,-0.323719,-0.0181548,0.0147532,0.0944249,0.00133199,0.00319588,-6.17207e-05,0.00333992,0.00118795,-0.0498985,14.6121,19.5596,-0.276445,-0.0154098,0.0303571,0.100836,0.00212568,0.0020879,0.000989657,0.00383352,0.000380063,0.315759
312,-2.8278,-5.30937,-0.0847896,-0.0190381,0.00414892,0.134516,0.000563654,0.00130797,0.000410912,0.00237069,-0.000499062,0.172854,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.027125,0.0290277,0.103786,0.00110028,0.00248735,-0.00035119,0.00257802,0.00100962,-1.33085,,,,,,,,,,,,,22.9414,27.6126,-0.144589,-0.00570327,0.0452338,0.0592091,0.00113769,0.00217193,0.00161043,0.00382811,-0.000518483,0.896081,24.6874,14.4635,-0.323386,-0.0190397,0.0159727,0.0966256,0.00115328,0.00257771,-0.000101419,0.00273942,0.000991574,-0.138319,14.5811,19.4952,-0.278657,-0.0140894,0.0278412,0.107454,0.0019669,0.001841,0.000787827,0.00340763,0.000400262,0.211735
313,-2.76724,-5.23281,-0.0845504,-0.0189607,0.00521069,0.130423,0.000468478,0.0013016,0.000402826,0.00229973,-0.000529652,0.205419,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0265281,0.0335783,0.0949717,0.00131969,0.00227886,-0.000269444,0.00236102,0.00123753,-1.30072,,,,,,,,,,,,,24.5693,27.6323,-0.116734,-0.0047305,0.04282,0.0768651,0.000929977,0.000836765,0.000808442,0.00299972,-0.00123298,0.455985,24.6874,14.4635,-0.323386,-0.0195494,0.0188906,0.0826724,0.00125377,0.00247153,1.58976e-05,0.00266905,0.00105625,-0.0374525,14.6449,19.5554,-0.274881,-0.0131482,0.0300535,0.10158,0.00152995,0.00165674,0.000751948,0.00296378,0.000222918,0.265172
314,-2.76986,-5.29416,-0.0849853,-0.0189295,0.00516724,0.130025,0.000554573,0.00129443,0.000394196,0.00237071,-0.000521712,0.190148,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.028243,0.0351975,0.0922536,0.00143522,0.00255718,-0.000419927,0.00270613,0.00128626,-1.24265,,,,,,,,,,,,,24.5693,27.6323,-0.116734,-0.00481139,0.0441152,0.0818622,0.000963201,0.00182569,0.000610267,0.0036464,-0.000857512,0.227341,24.6874,14.4635,-0.323386,-0.0187392,0.0166075,0.084656,0.0012911,0.00267592,-5.10599e-05,0.00285908,0.00110794,-0.123655,14.6295,19.4795,-0.278088,-0.0132979,0.0288748,0.104197,0.00190532,0.0018223,0.000756945,0.00339207,0.000335555,0.241781
315,-2.81863,-5.33165,-0.0848956,-0.0194625,0.00566558,0.131519,0.000589991,0.00142872,0.000426046,0.00250056,-0.000481848,0.210566,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0280203,0.0347373,0.104375,0.00146102,0.00392921,-0.000647115,0.00409742,0.00129281,-1.32681,,,,,,,,,,,,,24.348,27.5948,-0.121507,-0.0132754,0.042181,0.0520825,0.00102413,0.00505143,0.00267512,0.00670458,-0.000629012,1.0972,24.4207,14.5493,-0.323719,-0.017898,0.0170698,0.10308,0.00146389,0.00353415,-0.000161769,0.00379191,0.00120612,-0.0873442,14.5107,19.4559,-0.278826,-0.0149577,0.0294935,0.102465,0.00207264,0.00239923,0.000880408,0.00398867,0.00048319,0.28291
316,-2.75817,-5.25982,-0.0845661,-0.0188444,0.00620888,0.12743,0.000480642,0.00126467,0.000400487,0.00228168,-0.000536364,0.233915,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0273345,0.03602,0.0921682,0.00103213,0.00218877,-7.40788e-05,0.00220189,0.00101901,-0.100494,,,,,,,,,,,,,24.348,27.5948,-0.121507,-0.00647085,0.0441072,0.0720886,0.00031449,0.000987862,0.001467,0.0031132,-0.00181085,0.533527,24.6874,14.4635,-0.323386,-0.0173484,0.0183708,0.0940714,0.00111653,0.00245764,0.000144884,0.00265214,0.000922022,0.249741,14.6142,19.5377,-0.275435,-0.0132138,0.0308889,0.103244,0.00163219,0.00168222,0.00073985,0.00311127,0.00020314,0.370779
317,-2.77952,-5.31084,-0.0850478,-0.0192016,0.00615953,0.122479,0.000615831,0.00126592,0.0004044,0.0024078,-0.000526048,0.205978,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0253628,0.0345933,0.0924402,0.00123244,0.00198863,-0.000200587,0.00205382,0.00116725,-1.29501,,,,,,,,,,,,,24.348,27.5948,-0.121507,-0.00615137,0.0444302,0.0756619,0.0013135,0.0012846,0.000408438,0.00352397,-0.000925861,0.379925,24.6874,14.4635,-0.323386,-0.0174915,0.0171854,0.088607,0.00124627,0.00238083,1.273e-05,0.00258985,0.00103724,0.224532,14.62,19.4527,-0.278753,-0.0134066,0.0308477,0.0977244,0.00211502,0.00157248,0.000826622,0.00348816,0.000199343,0.389281
318,-2.79318,-5.26258,-0.0841251,-0.0196642,0.00370428,0.132207,0.000433983,0.00131201,0.00040813,0.00227558,-0.000529587,0.261182,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0271279,0.0317376,0.100473,0.000932194,0.00264428,0.00011266,0.00265214,0.000924331,1.50777,,,,,,,,,,,,,24.5693,27.6323,-0.116734,-0.00878231,0.040103,0.0647912,0.000596606,0.000627409,0.00226442,0.00327713,-0.00205312,0.75643,24.4207,14.5493,-0.323719,-0.0173327,0.0159659,0.11045,0.00112782,0.00279475,0.000196379,0.00287622,0.00104635,0.6648,14.5237,19.6228,-0.274186,-0.0153315,0.0296717,0.104626,0.00137679,0.00182163,0.000865541,0.00303913,0.00015928,0.587873
319,-2.75817,-5.25982,-0.0845661,-0.0190948,0.0034673,0.138276,0.000415238,0.0012722,0.000371777,0.00224456,-0.000557122,0.212169,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0264297,0.0310511,0.107148,0.00118989,0.00229651,-0.000269594,0.00236847,0.00111793,-1.33092,,,,,,,,,,,,,24.348,27.5948,-0.121507,-0.00896842,0.0407074,0.0763529,0.000832486,0.000991589,0.00108321,0.00297192,-0.00114784,0.570269,24.6874,14.4635,-0.323386,-0.0173036,0.0159193,0.112814,0.00119709,0.00247417,-2.49224e-05,0.00267488,0.000996375,-0.0283824,14.6142,19.5377,-0.275435,-0.0132934,0.0272163,0.119063,0.00135141,0.00167584,0.000669714,0.00288651,0.000140741,0.302195
320,-2.78924,-5.25469,-0.0843839,-0.0205271,0.00589301,0.122461,0.000467593,0.00131546,0.000360904,0.00228926,-0.000506208,0.215025,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0274557,0.0338209,0.0912517,0.00122066,0.00245265,-0.000343373,0.00254809,0.00112522,-1.30781,,,,,,,,,,,,,24.5693,27.6323,-0.116734,-0.00772175,0.0446755,0.0700995,0.00105061,0.00139454,0.000436746,0.00337105,-0.000925898,0.28619,24.6874,14.4635,-0.323386,-0.019395,0.0170692,0.0910434,0.00119682,0.00259776,-4.41327e-05,0.00273025,0.00106433,-0.123823,14.6138,19.5538,-0.274876,-0.0145506,0.0300545,0.101157,0.00145789,0.00178908,0.000599501,0.0029845,0.000262464,0.30858
321,-2.75332,-5.25577,-0.0843974,-0.0233527,0.00726093,0.112055,0.000452838,0.00127265,0.000370834,0.00226163,-0.000536143,0.203906,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0297936,0.0350919,0.0790764,0.00142876,0.00235037,-0.000329878,0.00246912,0.00131001,-1.24616,,,,,,,,,,,,,24.5693,27.6323,-0.116734,-0.00829693,0.0443474,0.0536465,0.000746126,0.00148385,0.000992122,0.00334358,-0.00111361,0.377576,24.6874,14.4635,-0.323386,-0.0227093,0.0177465,0.0656291,0.00136041,0.00246212,2.41512e-05,0.00268622,0.00113631,-0.00498054,14.6868,19.5281,-0.274632,-0.0183494,0.0305216,0.0793711,0.00145902,0.00167856,0.000617564,0.00292441,0.000213167,0.275519
322,-2.90138,-5.33936,-0.0838918,-0.0189693,0.00365258,0.13701,0.000440365,0.0012427,0.000392641,0.00224596,-0.000562895,0.217483,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0261771,0.0318685,0.103104,0.00137545,0.00225367,-8.32273e-05,0.00226781,0.00136131,-1.45412,,,,,,,,,,,,,24.348,27.5948,-0.121507,-0.0074999,0.0415742,0.0878913,0.000632441,-0.000184731,0.00149774,0.00287108,-0.00242337,0.570364,24.4207,14.5493,-0.323719,-0.0176989,0.0139126,0.106365,0.00134446,0.00250282,0.000136956,0.00271676,0.00113051,0.33353,14.2354,19.5687,-0.27539,-0.0137303,0.0279974,0.110464,0.00142091,0.00161734,0.00078381,0.00294943,8.88211e-05,0.412654
323,-2.70531,-5.49237,-0.0863418,-0.0186737,0.00243858,0.143375,0.000598606,0.000972633,0.000382693,0.00228696,-0.000715719,0.216108,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0269611,0.0331616,0.0982945,0.000537719,0.000757192,-4.62784e-05,0.000794456,0.000500454,-1.19707,,,,,,,,,,,,,23.2848,27.5615,-0.142491,-0.0138063,0.0333713,0.0986217,0.00147424,-0.00143526,3.63304e-05,0.00270938,-0.0026704,0.330481,24.6874,14.4635,-0.323386,-0.010977,0.0080444,0.151987,0.000893073,0.00102415,-5.82317e-05,0.00136669,0.000550531,0.330544,14.779,19.1348,-0.286527,-0.012026,0.0235029,0.133087,0.00196579,0.00064907,0.000668627,0.00290415,-0.000289293,0.427757
324,-3.30767,-6.01299,-0.0849222,-0.0171082,0.00280134,0.15284,0.00141721,0.00134438,0.000249548,0.003167,-0.000405408,0.0757045,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0288071,0.0357432,0.0789054,0.00349672,0.00238319,-0.0014869,0.00454012,0.00133979,-0.610428,,,,,,,,,,,,,20.4207,27.7092,-0.17123,-0.0984147,0.0145402,-0.391854,0.0326011,0.00307463,-0.00115047,0.0328328,0.002843,0.130498,24.4292,14.6022,-0.324423,-0.00245313,0.0192351,0.151368,0.00376028,0.00246159,-0.000729362,0.00465138,0.00157048,-0.281714,13.3965,19.0826,-0.29754,-0.014509,0.0251803,0.109767,0.00574946,0.00190009,0.000232408,0.00673072,0.00091884,0.0873817
325,-3.23683,-5.78746,-0.0846183,-0.0171288,0.00250781,0.168031,0.00128275,0.00149827,0.00020092,0.00315868,-0.000377666,0.168292,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.027333,0.0339302,0.0943469,0.00383431,0.00422658,-0.00231246,0.00636388,0.00169701,-0.835466,,,,,,,,,,,,,18.1447,27.6749,-0.218174,-0.0117214,0.0323882,0.0938137,0.0138636,0.00149471,-0.00139465,0.0143975,0.000960814,0.15321,24.081,14.6602,-0.324706,-0.00284216,0.0117846,0.128251,0.00404129,0.00351298,-0.00104314,0.00572588,0.00182838,-0.0105068,13.5802,19.1999,-0.291109,-0.013413,0.0238473,0.120862,0.00480038,0.002359,-9.82741e-05,0.00603802,0.00112136,0.142393
326,-2.79393,-6.37844,-0.0805916,-0.0170613,0.00230731,0.158466,0.000726053,0.00143215,0.000393924,0.00270423,-0.000546034,0.309551,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0284989,0.0338101,0.0878424,0.000638844,0.000467977,-0.000100684,0.000687303,0.000419518,-0.468443,,,,,,,,,,,,,22.62,27.5691,-0.142835,-0.000637611,0.0188538,0.151839,0.00155801,-0.00286811,-0.000796991,0.0019794,-0.0032895,-0.0960062,24.5146,14.5167,-0.323727,-0.00491164,0.0106843,0.128889,0.00157798,0.0013349,0.000141793,0.00191173,0.00100116,0.225336,13.7814,19.52,-0.283043,-0.0104257,0.0271156,0.127279,0.00271537,0.000975092,0.00034155,0.00373372,-4.32579e-05,0.3103
327,-3.12591,-6.26824,-0.0829915,-0.0163876,0.00163493,0.164332,0.000729284,0.0013011,0.000400962,0.0026527,-0.00062232,0.210368,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0249821,0.0312314,0.0958739,-0.000454053,9.34432e-05,-0.000416589,0.000323511,-0.000684121,-1.07125,,,,,,,,,,,,,22.0364,27.682,-0.14641,-0.00204562,0.0163433,0.169066,0.00137899,-0.00306735,-0.000598572,0.00200843,-0.00369679,-0.0236714,24.5286,14.4761,-0.325209,-0.00220535,0.0110528,0.132436,0.000904621,0.00114755,0.000121815,0.00163219,0.000419982,0.115901,13.3813,19.2898,-0.292912,-0.0106206,0.024073,0.131662,0.00250927,0.00109093,0.000645557,0.00367272,-7.25175e-05,0.345234
328,-2.86836,-5.8392,-0.0847426,-0.0199463,0.00393555,0.157951,0.00073182,0.0013199,0.000208327,0.00265492,-0.000603197,0.132797,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0305945,0.0344865,0.088028,0.000289244,0.000755122,-0.000615309,0.00118147,-0.000137105,-0.967214,,,,,,,,,,,,,22.758,27.5238,-0.143257,-0.00624187,0.0205914,0.209775,0.001917,-0.000734416,-0.00134627,0.00295809,-0.00177551,-0.306257,24.6774,14.4949,-0.323628,-0.00582402,0.0132117,0.127146,0.00158246,0.00153971,-0.000190937,0.00219067,0.000931501,-0.461605,14.1293,19.4451,-0.287999,-0.0129655,0.0269959,0.1326,0.0029705,0.0013948,0.00026503,0.00405156,0.000313743,0.0174628
329,-2.96117,-6.04113,-0.0835315,-0.0167176,0.000966137,0.172319,0.000881903,0.00142351,0.000225895,0.00276214,-0.000456731,0.0348597,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0255469,0.031801,0.104752,0.000348742,0.000873299,-0.000416453,0.00110469,0.000117347,-1.06576,,,,,,,,,,,,,23.8544,27.5545,-0.137085,-0.00250022,0.0169706,0.2325,0.00218852,-0.0011687,-0.000619174,0.00286454,-0.00184472,-0.0295756,24.6354,14.5386,-0.32418,-0.00289658,0.0133046,0.142153,0.00142069,0.00150477,-5.59642e-05,0.00193934,0.000986123,-0.288195,13.6469,19.5473,-0.287328,-0.00946802,0.0246514,0.149382,0.0028571,0.00126131,0.00037743,0.00387631,0.000242108,0.154481
330,-3.16091,-5.89675,-0.0860533,-0.0176433,0.00110052,0.171036,0.00131856,0.00143318,0.000106878,0.00305692,-0.000305189,-0.0401896,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0286964,0.0320498,0.104221,0.00231696,0.00242408,-0.00203426,0.00440757,0.000333464,-0.800753,,,,,,,,,,,,,16.694,27.626,-0.212373,0.00983229,0.0169403,0.266846,0.00620057,-0.0015084,-0.000922402,0.00670698,-0.00201481,0.0112177,24.081,14.6602,-0.324706,-0.00553748,0.0122013,0.143248,0.00327563,0.00256475,-0.000909099,0.00442371,0.00141667,-0.243143,12.5635,19.4992,-0.291261,-0.0140752,0.0250286,0.134862,0.00440584,0.00162102,9.22164e-05,0.00552931,0.000497547,0.106296
331,-3.20971,-6.10139,-0.0831247,-0.0144929,0.0013793,0.176181,0.000858084,0.00135731,0.000257748,0.00277633,-0.000560946,0.129778,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0244839,0.0318985,0.095403,0.00159665,0.00185884,-0.00115029,0.0028885,0.000566988,-0.844008,,,,,,,,,,,,,16.1787,27.5042,-0.224609,0.00992058,0.0219653,0.220606,0.00477017,-0.00188012,-0.000101669,0.00498551,-0.00209546,0.0761446,24.1756,14.6199,-0.325139,-0.00229542,0.0149682,0.144795,0.00245422,0.00203003,-0.000426837,0.00310586,0.00137838,-0.314818,12.8383,19.6091,-0.290197,-0.00761555,0.0251299,0.144452,0.00365494,0.00127093,0.000282309,0.00452212,0.000403759,0.115931
332,-2.77881,-6.24346,-0.0831167,-0.0163756,0.00137857,0.147764,0.000942944,0.00140743,0.000219767,0.00274053,-0.000390152,0.0235411,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0276615,0.0349788,0.0661043,0.000509552,6.23371e-06,-0.000391382,0.000725286,-0.0002095,-0.50666,,,,,,,,,,,,,23.2333,27.391,-0.147126,-0.0102494,0.0174981,0.133577,0.00187736,-0.00326787,-0.000812431,0.00229574,-0.00368624,-0.058876,24.548,14.5411,-0.324915,-0.00491675,0.0144758,0.122035,0.00188399,0.00110248,-0.000184296,0.00205191,0.000934562,-0.231085,13.981,19.47,-0.289607,-0.0108242,0.0249498,0.124424,0.00309958,0.00108387,0.000390212,0.00393027,0.00025318,0.106802
333,-3.0345,-6.07879,-0.0830515,-0.0151678,0.00134067,0.161924,0.000867123,0.00135841,0.000225883,0.00275355,-0.000528022,0.0700014,,,,,,,,,,,,,,,,,,,,,,,,,29.0699,15.2597,-0.345128,-0.0270805,0.0339226,0.0819756,0.000624555,0.000755736,-0.000863866,0.00155821,-0.000177919,-0.82435,,,,,,,,,,,,,19.5041,27.3691,-0.200832,-0.00291346,0.0219206,0.200546,0.00346586,-0.00176787,-0.00100149,0.00396217,-0.00226419,-0.0779505,24.1756,14.6199,-0.325139,-0.00345455,0.0138661,0.136843,0.00162536,0.00145535,-0.000286244,0.0021581,0.000922621,-0.292233,13.218,19.7264,-0.286984,-0.00937046,0.0251173,0.138054,0.00320496,0.00117179,7.3612e-05,0.00418252,0.000194235,0.0861893
